,정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,legal_dong
106899,ICB168000024,열우물테니스경기장,37.480008,126.68892,2023-10-16,42024.0,23,인천광역시,인천,가좌동
106900,ICB168000025,엠파크타워,37.4896,126.660774,2023-10-16,42025.0,23,인천광역시,인천,가좌동
106901,ICB168000026,엠파크타워,37.489599,126.661175,2023-10-16,42026.0,23,인천광역시,인천,가좌동
106902,ICB168000027,삼양사인천1공장,37.48481,126.677268,2023-10-16,42027.0,23,인천광역시,인천,가좌동
106903,ICB168000028,서인천가구단지,37.486886,126.671009,2023-10-16,42028.0,23,인천광역시,인천,가좌동
106904,ICB168000029,가좌녹지공원,37.482269,126.686572,2023-10-16,42029.0,23,인천광역시,인천,가좌동
106995,ICB161000834,영종선착장입구,37.492048,126.577965,2023-10-16,35834.0,23,인천광역시,인천,중산동
106996,ICB161000835,영종자이아파트,37.489319,126.530647,2023-10-16,35835.0,23,인천광역시,인천,운남동
106997,ICB161000836,영종자이아파트,37.489157,126.531156,2023-10-16,35836.0,23,인천광역시,인천,운남동
106998,ICB161000837,영종버스공영차고지,37.51068,126.5014,2023-10-16,35837.0,23,인천광역시,인천,운북동
106999,ICB161000838,영종버스공영차고지,37.510569,126.501385,2023-10-16,35838.0,23,인천광역시,인천,운북동
107000,ICB161000839,운남교차로 입구,37.501484,126.538056,2023-10-16,35839.0,23,인천광역시,인천,운남동
107001,ICB161000840,운남교차로 입구,37.501398,126.537915,2023-10-16,35840.0,23,인천광역시,인천,운남동
107002,ICB161000841,신흥교통입구,37.438017,126.621213,2023-10-16,35841.0,23,인천광역시,인천,신흥동3가
107003,ICB161000844,푸르지오더스카이,37.478261,126.505531,2023-10-16,35844.0,23,인천광역시,인천,운남동
107004,ICB161000845,푸르지오더스카이,37.477943,126.505381,2023-10-16,35845.0,23,인천광역시,인천,운남동
107005,ICB161000846,인하대병원입구,37.457673,126.634438,2023-10-16,35846.0,23,인천광역시,인천,신흥동3가
107006,ICB161000847,대매도랑교(미정차),37.422577,126.434849,2023-10-16,35847.0,23,인천광역시,인천,운서동
107007,ICB161000848,운남동우체국,37.475984,126.526045,2023-10-16,35848.0,23,인천광역시,인천,운남동
107008,ICB161000849,운남동우체국,37.475309,126.525117,2023-10-16,35849.0,23,인천광역시,인천,운남동
107009,ICB161000850,영종성당.정도사,37.500628,126.553185,2023-10-16,35850.0,23,인천광역시,인천,중산동
107010,ICB161000851,영종성당.정도사,37.500538,126.553067,2023-10-16,35851.0,23,인천광역시,인천,중산동
107011,ICB161000852,중앙방앗간,37.500555,126.548704,2023-10-16,35852.0,23,인천광역시,인천,중산동
107012,ICB161000853,중앙방앗간,37.500491,126.548499,2023-10-16,35853.0,23,인천광역시,인천,중산동
107013,ICB161000854,영종주야간보호센터,37.50141,126.545653,2023-10-16,35854.0,23,인천광역시,인천,중산동
107014,ICB161000855,영종주야간보호센터,37.501344,126.545584,2023-10-16,35855.0,23,인천광역시,인천,중산동
107015,ICB161000856,잔다리삼거리,37.504262,126.538814,2023-10-16,35856.0,23,인천광역시,인천,운북동
107016,ICB161000857,잔다리삼거리,37.504182,126.538684,2023-10-16,35857.0,23,인천광역시,인천,운남동
107017,ICB161000859,오관물입구,37.44997,126.409466,2023-10-16,35859.0,23,인천광역시,인천,남북동
107018,ICB161000860,오관물입구,37.450797,126.409083,2023-10-16,35860.0,23,인천광역시,인천,남북동
107019,ICB161000861,둥개마을오거리,37.453962,126.408018,2023-10-16,35861.0,23,인천광역시,인천,남북동
107020,ICB161000862,둥개마을오거리,37.453962,126.407919,2023-10-16,35862.0,23,인천광역시,인천,남북동
107021,ICB161000863,목너머,37.393507,126.426457,2023-10-16,35863.0,23,인천광역시,인천,무의동
107022,ICB161000864,목너머,37.39356,126.426277,2023-10-16,35864.0,23,인천광역시,인천,무의동
107023,ICB161000865,쿠팡16.17센터,37.439558,126.618069,2023-10-16,35865.0,23,인천광역시,인천,항동7가
107024,ICB161000866,잔다리새마을,37.499189,126.543422,2023-10-16,35866.0,23,인천광역시,인천,운남동
107025,ICB161000867,잔다리새마을,37.499007,126.543146,2023-10-16,35867.0,23,인천광역시,인천,운남동
107026,ICB161000868,중산고등학교,37.497224,126.569263,2023-10-16,35868.0,23,인천광역시,인천,중산동
107027,ICB161000869,중산고등학교,37.49752,126.569357,2023-10-16,35869.0,23,인천광역시,인천,중산동
107028,ICB161000870,영종역(2번출구),37.511279,126.525169,2023-10-16,35870.0,23,인천광역시,인천,운북동
107029,ICB161000871,무의공영주차장,37.378626,126.432825,2023-10-16,35871.0,23,인천광역시,인천,무의동
107030,ICB161000872,영종LH67단지,37.501575,126.567106,2023-10-16,35872.0,23,인천광역시,인천,중산동
107031,ICB161000873,영종LH67단지,37.501773,126.567259,2023-10-16,35873.0,23,인천광역시,인천,중산동
107032,ICB161000874,포내교회,37.387002,126.426765,2023-10-16,35874.0,23,인천광역시,인천,무의동
107033,ICB161000875,포내교회,37.386933,126.426706,2023-10-16,35875.0,23,인천광역시,인천,무의동
107034,ICB161000876,영종블루오션2차,37.485846,126.56245,2023-10-16,35876.0,23,인천광역시,인천,중산동
107035,ICB161000877,영종블루오션2차,37.485668,126.562842,2023-10-16,35877.0,23,인천광역시,인천,중산동
107036,ICB161000878,운서역반도유보라,37.488997,126.497052,2023-10-16,35878.0,23,인천광역시,인천,운서동
107037,ICB161000879,운서역반도유보라,37.489133,126.497348,2023-10-16,35879.0,23,인천광역시,인천,운서동
107038,ICB161000880,영종힐스테이트(904동),37.489265,126.566141,2023-10-16,35880.0,23,인천광역시,인천,중산동
107039,ICB161000881,영종국제병원,37.488021,126.565252,2023-10-16,35881.0,23,인천광역시,인천,중산동
107040,ICB161000882,운서2차SKVIEW스카이시티,37.479699,126.503149,2023-10-16,35882.0,23,인천광역시,인천,운남동
107041,ICB161000883,운서2차SKVIEW스카이시티,37.479342,126.503079,2023-10-16,35883.0,23,인천광역시,인천,운남동
107042,ICB161000884,서해5도특별경비단,37.461212,126.601847,2023-10-16,35884.0,23,인천광역시,인천,북성동1가
107043,ICB161000885,영종화성파크드림2차·e편한세상센텀베뉴,37.487043,126.549909,2023-10-16,35885.0,23,인천광역시,인천,중산동
107044,ICB161000886,영종e편한세상센텀베뉴·화성파크드림2차,37.487013,126.550187,2023-10-16,35886.0,23,인천광역시,인천,중산동
107045,ICB161000887,다사랑마을입구,37.510753,126.539322,2023-10-16,35887.0,23,인천광역시,인천,운북동
107046,ICB161000888,다사랑마을입구,37.510791,126.539262,2023-10-16,35888.0,23,인천광역시,인천,운북동
107047,ICB161000889,늘목마을입구삼거리,37.45309,126.391419,2023-10-16,35889.0,23,인천광역시,인천,을왕동
107048,ICB161000890,동원로얄듀크마리나포레,37.484419,126.554833,2023-10-16,35890.0,23,인천광역시,인천,중산동
107049,ICB161000891,동원로얄듀크마리나포레,37.484395,126.555121,2023-10-16,35891.0,23,인천광역시,인천,중산동
107050,ICB161000892,호반써밋스카이센트럴1차아파트,37.496411,126.566204,2023-10-16,35892.0,23,인천광역시,인천,중산동
107051,ICB161000893,호반써밋스카이센트럴1차아파트,37.496272,126.566384,2023-10-16,35893.0,23,인천광역시,인천,중산동
107052,ICB162000001,도원고개(도원역),37.469231,126.64112,2023-10-16,36001.0,23,인천광역시,인천,창영동
107053,ICB162000002,인천정보과학고등학교,37.471338,126.637094,2023-10-16,36002.0,23,인천광역시,인천,창영동
107054,ICB162000003,도화동신협(구박문여고),37.469617,126.650084,2023-10-16,36003.0,23,인천광역시,인천,송림동
107055,ICB162000006,배다리삼거리,37.473648,126.638199,2023-10-16,36006.0,23,인천광역시,인천,금곡동
107056,ICB162000007,배다리삼거리,37.47382,126.638191,2023-10-16,36007.0,23,인천광역시,인천,송림동
107057,ICB162000008,미림극장,37.475251,126.635038,2023-10-16,36008.0,23,인천광역시,인천,송림동
107058,ICB162000009,미림극장,37.475374,126.634615,2023-10-16,36009.0,23,인천광역시,인천,송현동
107059,ICB162000010,동산교회,37.471255,126.648646,2023-10-16,36010.0,23,인천광역시,인천,송림동
107060,ICB162000011,동구청,37.473293,126.642235,2023-10-16,36011.0,23,인천광역시,인천,금곡동
107061,ICB162000012,동산교회,37.471597,126.648636,2023-10-16,36012.0,23,인천광역시,인천,송림동
107062,ICB162000014,화평철교.화평동냉면거리,37.477421,126.631097,2023-10-16,36014.0,23,인천광역시,인천,화평동
107063,ICB162000015,송림시장,37.473351,126.644949,2023-10-16,36015.0,23,인천광역시,인천,송림동
107064,ICB162000016,화평철교.화평동냉면거리,37.477724,126.631078,2023-10-16,36016.0,23,인천광역시,인천,화평동
107065,ICB162000017,삼익아파트.달동네박물관,37.474908,126.641895,2023-10-16,36017.0,23,인천광역시,인천,송림동
107066,ICB162000018,동산고,37.473566,126.646578,2023-10-16,36018.0,23,인천광역시,인천,송림동
107067,ICB162000019,송현시장.수도국산달동네박물관,37.477296,126.634155,2023-10-16,36019.0,23,인천광역시,인천,송현동
107068,ICB162000020,송현시장.수도국산달동네박물관,37.477439,126.633902,2023-10-16,36020.0,23,인천광역시,인천,송현동
107069,ICB162000021,동산고등학교,37.473751,126.646718,2023-10-16,36021.0,23,인천광역시,인천,송림동
107070,ICB162000022,동산휴먼시아2단지,37.472829,126.649727,2023-10-16,36022.0,23,인천광역시,인천,송림동
107071,ICB162000023,동산휴먼시아2단지,37.471777,126.650002,2023-10-16,36023.0,23,인천광역시,인천,송림동
107072,ICB162000025,송현시장.수도국산달동네박물관,37.477882,126.634351,2023-10-16,36025.0,23,인천광역시,인천,송현동
107073,ICB162000026,동구청소년수련관.달동네박물관,37.475414,126.642835,2023-10-16,36026.0,23,인천광역시,인천,송림동
107074,ICB162000027,화도고개,37.479322,126.630186,2023-10-16,36027.0,23,인천광역시,인천,화평동
107075,ICB162000028,화도고개,37.479438,126.63031,2023-10-16,36028.0,23,인천광역시,인천,화평동
107076,ICB162000029,동산중고등학교(인천재능대정문),37.474062,126.648792,2023-10-16,36029.0,23,인천광역시,인천,송림동
107077,ICB162000030,송림3.5동행정복지센터(재능대),37.474153,126.649031,2023-10-16,36030.0,23,인천광역시,인천,송림동
107078,ICB162000031,동일방직,37.482075,126.622622,2023-10-16,36031.0,23,인천광역시,인천,만석동
107079,ICB162000032,동일방직,37.482217,126.62264,2023-10-16,36032.0,23,인천광역시,인천,만석동
107080,ICB162000033,화도진공원.화도진도서관,37.480769,126.628535,2023-10-16,36033.0,23,인천광역시,인천,화수동
107081,ICB162000034,솔빛마을,37.47877,126.635297,2023-10-16,36034.0,23,인천광역시,인천,송현동
107082,ICB162000035,화도진공원.화도진도서관,37.480859,126.628648,2023-10-16,36035.0,23,인천광역시,인천,화수동
107083,ICB164000702,송도체육센터,37.386874,126.669889,2023-10-16,38700.0,23,인천광역시,인천,송도동
107084,ICB164000705,송도제2차고지,37.366891,126.665357,2023-10-16,38703.0,23,인천광역시,인천,송도동
107085,ICB164000706,동춘롤러경기장,37.397596,126.671129,2023-10-16,38704.0,23,인천광역시,인천,동춘동
107086,ICB164000709,송도sk뷰,37.412867,126.624748,2023-10-16,38707.0,23,인천광역시,인천,송도동
107087,ICB164000710,송도sk뷰,37.412874,126.624019,2023-10-16,38708.0,23,인천광역시,인천,송도동
107088,ICB164000711,웰카운티2단지,37.379149,126.653533,2023-10-16,38709.0,23,인천광역시,인천,송도동
107089,ICB164000713,송도글로벌캠퍼스푸르지오아파트,37.378329,126.653455,2023-10-16,38711.0,23,인천광역시,인천,송도동
107090,ICB164000714,송도더샵마스터뷰22단지(2202동),37.38377,126.632731,2023-10-16,38712.0,23,인천광역시,인천,송도동
107091,ICB164000715,힐스테이트송도더테라스(후문),37.410424,126.624657,2023-10-16,38713.0,23,인천광역시,인천,송도동
107092,ICB164000716,힐스테이트송도더테라스(후문),37.410439,126.625259,2023-10-16,38714.0,23,인천광역시,인천,송도동
107093,ICB164000717,힐스테이트송도더테라스(정문),37.410409,126.627972,2023-10-16,38715.0,23,인천광역시,인천,송도동
107094,ICB164000718,힐스테이트송도더테라스(정문),37.410839,126.628435,2023-10-16,38716.0,23,인천광역시,인천,송도동
107095,ICB164000719,캠퍼스타운역(3번출구),37.388253,126.661428,2023-10-16,38717.0,23,인천광역시,인천,송도동
107096,ICB164000720,해돋이공원,37.390003,126.653291,2023-10-16,38718.0,23,인천광역시,인천,송도동
107097,ICB164000722,송도타임스페이스,37.383481,126.641753,2023-10-16,38720.0,23,인천광역시,인천,송도동
107098,ICB164000723,소리공원(하모니로),37.381123,126.641196,2023-10-16,38721.0,23,인천광역시,인천,송도동
107099,ICB164000724,소리공원(하모니로),37.380006,126.640807,2023-10-16,38722.0,23,인천광역시,인천,송도동
107100,ICB164000727,서해그랑블3단지아파트,37.406192,126.667439,2023-10-16,38725.0,23,인천광역시,인천,동춘동
107101,ICB164000728,서해그랑블3단지아파트,37.406366,126.667324,2023-10-16,38726.0,23,인천광역시,인천,동춘동
107102,ICB164000729,아암3교사거리,37.425594,126.614121,2023-10-16,38727.0,23,인천광역시,인천,송도동
107103,ICB164000730,아암3교사거리,37.425523,126.614456,2023-10-16,38728.0,23,인천광역시,인천,송도동
107104,ICB164000731,해돋이도서관,37.387028,126.65805,2023-10-16,38729.0,23,인천광역시,인천,송도동
107105,ICB164000732,해돋이도서관,37.38673,126.657957,2023-10-16,38730.0,23,인천광역시,인천,송도동
107106,ICB164000733,옥골사거리,37.431993,126.646371,2023-10-16,38731.0,23,인천광역시,인천,옥련동
107107,ICB164000734,옥골사거리,37.431906,126.646653,2023-10-16,38732.0,23,인천광역시,인천,옥련동
107108,ICB164000735,달빛축제공원대공연장,37.405945,126.629877,2023-10-16,38733.0,23,인천광역시,인천,송도동
107109,ICB164000736,달빛축제공원대공연장,37.405482,126.629777,2023-10-16,38734.0,23,인천광역시,인천,송도동
107110,ICB164000737,송도제2차고지입구,37.366891,126.664896,2023-10-16,38735.0,23,인천광역시,인천,송도동
107111,ICB164000740,송도랜드마크시티13호근린공원,37.387138,126.61768,2023-10-16,38738.0,23,인천광역시,인천,송도동
107112,ICB164000741,송도랜드마크시티13호근린공원,37.387022,126.61736,2023-10-16,38739.0,23,인천광역시,인천,송도동
107113,ICB164000743,함박마을문화복지센터,37.425556,126.685136,2023-10-16,38741.0,23,인천광역시,인천,연수동
107114,ICB164000744,함박도서관,37.425843,126.681142,2023-10-16,38742.0,23,인천광역시,인천,연수동
107115,ICB164000745,부동산입구,37.425769,126.678692,2023-10-16,38743.0,23,인천광역시,인천,연수동
107116,ICB164000746,현송중학교,37.393084,126.618666,2023-10-16,38744.0,23,인천광역시,인천,송도동
107117,ICB164000747,현송중학교,37.392975,126.618909,2023-10-16,38745.0,23,인천광역시,인천,송도동
107118,ICB164000748,송도MTB파크,37.395149,126.662246,2023-10-16,38746.0,23,인천광역시,인천,송도동
107119,ICB164000749,송도랜드마크푸르지오시티,37.404538,126.627876,2023-10-16,38747.0,23,인천광역시,인천,송도동
107120,ICB164000751,인천대학교송도캠퍼스,37.373835,126.631206,2023-10-16,38749.0,23,인천광역시,인천,송도동
107121,ICB164000752,인천대학교북문,37.37803,126.631097,2023-10-16,38750.0,23,인천광역시,인천,송도동
107122,ICB164000753,힐스테이트레이크송도1차입구,37.401507,126.619744,2023-10-16,38751.0,23,인천광역시,인천,송도동
107123,ICB164000754,송도테크노파크IT센터,37.382313,126.662626,2023-10-16,38752.0,23,인천광역시,인천,송도동
107124,ICB164000755,커넬워크,37.4016,126.638577,2023-10-16,38753.0,23,인천광역시,인천,송도동
107125,ICB164000756,재능대·한국외대 송도캠퍼스,37.368849,126.663471,2023-10-16,38754.0,23,인천광역시,인천,송도동
107126,ICB164000757,재능대·한국외대 송도캠퍼스,37.368579,126.663416,2023-10-16,38755.0,23,인천광역시,인천,송도동
107127,ICB164000760,인천포스코고등학교,37.400829,126.648523,2023-10-16,38758.0,23,인천광역시,인천,송도동
107128,ICB164000761,인천포스코고등학교,37.400526,126.648613,2023-10-16,38759.0,23,인천광역시,인천,송도동
107129,ICB164000762,인천대학교북문,37.379093,126.631955,2023-10-16,38760.0,23,인천광역시,인천,송도동
107130,ICB164000763,인천대학교송도캠퍼스,37.374121,126.630291,2023-10-16,38761.0,23,인천광역시,인천,송도동
107131,ICB164000765,한국단자공업연구소,37.385955,126.65479,2023-10-16,38763.0,23,인천광역시,인천,송도동
107132,ICB164000766,한국단자공업연구소,37.386262,126.654801,2023-10-16,38764.0,23,인천광역시,인천,송도동
107133,ICB164000767,더샵송도마리나베이,37.41106,126.612904,2023-10-16,38765.0,23,인천광역시,인천,송도동
107134,ICB164000768,더샵송도마리나베이,37.409629,126.612414,2023-10-16,38766.0,23,인천광역시,인천,송도동
107135,ICB164000769,랜드마크시티1호수변공원,37.407166,126.611564,2023-10-16,38767.0,23,인천광역시,인천,송도동
107136,ICB164000770,한국외대송도캠퍼스,37.369106,126.667029,2023-10-16,38768.0,23,인천광역시,인천,송도동
107137,ICB164000771,겐트대학교글로벌캠퍼스,37.374328,126.664805,2023-10-16,38769.0,23,인천광역시,인천,송도동
107138,ICB164000772,겐트대학교글로벌캠퍼스,37.374276,126.664377,2023-10-16,38770.0,23,인천광역시,인천,송도동
107139,ICB165000001,해안도로신항만교,37.384614,126.698844,2023-10-16,39001.0,23,인천광역시,인천,고잔동
107140,ICB165000002,해안도로신항만교,37.385214,126.698796,2023-10-16,39002.0,23,인천광역시,인천,고잔동
107141,ICB165000003,유수지길,37.390375,126.68429,2023-10-16,39003.0,23,인천광역시,인천,고잔동
107142,ICB165000004,유수지길,37.390505,126.684348,2023-10-16,39004.0,23,인천광역시,인천,고잔동
107143,ICB165000005,운전면허시험장,37.383284,126.706796,2023-10-16,39005.0,23,인천광역시,인천,고잔동
107144,ICB165000006,면허시험장,37.383821,126.707394,2023-10-16,39006.0,23,인천광역시,인천,고잔동
107145,ICB165000007,금강다이아몬드,37.392553,126.679675,2023-10-16,39007.0,23,인천광역시,인천,고잔동
107146,ICB165000008,금강다이아몬드,37.392641,126.679813,2023-10-16,39008.0,23,인천광역시,인천,고잔동
107147,ICB165000010,유수지,37.393765,126.677088,2023-10-16,39010.0,23,인천광역시,인천,고잔동
107148,ICB165000011,유수지,37.394027,126.676927,2023-10-16,39011.0,23,인천광역시,인천,고잔동
107149,ICB165000013,대기이에스티,37.393108,126.68111,2023-10-16,39013.0,23,인천광역시,인천,고잔동
107150,ICB165000014,한풍산업,37.393077,126.68136,2023-10-16,39014.0,23,인천광역시,인천,고잔동
107151,ICB165000019,유수지근린공원,37.395828,126.683389,2023-10-16,39019.0,23,인천광역시,인천,고잔동
107152,ICB165000020,유수지근린공원,37.396131,126.683365,2023-10-16,39020.0,23,인천광역시,인천,고잔동
107153,ICB165000023,에몬스가구,37.388345,126.711613,2023-10-16,39023.0,23,인천광역시,인천,고잔동
107154,ICB165000024,에몬스가구,37.388404,126.711904,2023-10-16,39024.0,23,인천광역시,인천,고잔동
107155,ICB165000026,영림임업,37.389846,126.708262,2023-10-16,39026.0,23,인천광역시,인천,고잔동
107156,ICB165000028,영림산업,37.391917,126.703047,2023-10-16,39028.0,23,인천광역시,인천,고잔동
107157,ICB165000029,(주)창원,37.393723,126.69926,2023-10-16,39029.0,23,인천광역시,인천,고잔동
107158,ICB165000030,(주)창원,37.394155,126.699019,2023-10-16,39030.0,23,인천광역시,인천,고잔동
107159,ICB165000031,희경산업,37.389932,126.712322,2023-10-16,39031.0,23,인천광역시,인천,고잔동
107160,ICB165000033,세현정공,37.395868,126.694771,2023-10-16,39033.0,23,인천광역시,인천,고잔동
107161,ICB165000034,신한일전기,37.396567,126.693764,2023-10-16,39034.0,23,인천광역시,인천,고잔동
107162,ICB165000035,디에스솔텍,37.398225,126.689729,2023-10-16,39035.0,23,인천광역시,인천,고잔동
107163,ICB165000036,번영로제3사거리,37.399431,126.686068,2023-10-16,39036.0,23,인천광역시,인천,고잔동
107164,ICB165000037,번영로제3사거리,37.399517,126.685859,2023-10-16,39037.0,23,인천광역시,인천,고잔동
107165,ICB165000038,디에스솔텍,37.398482,126.689675,2023-10-16,39038.0,23,인천광역시,인천,고잔동
107166,ICB165000039,서울경금속,37.394197,126.703743,2023-10-16,39039.0,23,인천광역시,인천,고잔동
107167,ICB165000040,삼진금속,37.394162,126.70399,2023-10-16,39040.0,23,인천광역시,인천,고잔동
107168,ICB165000041,삼원페트라,37.400589,126.685273,2023-10-16,39041.0,23,인천광역시,인천,고잔동
107169,ICB165000042,경진브로아,37.401061,126.683705,2023-10-16,39042.0,23,인천광역시,인천,고잔동
107170,ICB166000673,한국선교역사기념관,37.522096,126.732616,2023-10-16,40673.0,23,인천광역시,인천,삼산동
107171,ICB166000674,대성유니드아파트,37.5227,126.732052,2023-10-16,40674.0,23,인천광역시,인천,갈산동
107172,ICB166000675,대성유니드아파트,37.522848,126.732032,2023-10-16,40675.0,23,인천광역시,인천,갈산동
107173,ICB166000676,유진시스템앞,37.522569,126.735502,2023-10-16,40676.0,23,인천광역시,인천,삼산동
107174,ICB166000677,삼보아파트,37.521919,126.738119,2023-10-16,40677.0,23,인천광역시,인천,삼산동
107175,ICB166000678,유진시스템앞,37.522695,126.736133,2023-10-16,40678.0,23,인천광역시,인천,삼산동
107176,ICB166000679,삼보아파트,37.521997,126.73829,2023-10-16,40679.0,23,인천광역시,인천,삼산동
107177,ICB166000681,현대아파트,37.522409,126.739034,2023-10-16,40681.0,23,인천광역시,인천,삼산동
107178,ICB166000682,현대아파트,37.522551,126.739169,2023-10-16,40682.0,23,인천광역시,인천,삼산동
107179,ICB166000683,미래타운1.2단지,37.521868,126.741953,2023-10-16,40683.0,23,인천광역시,인천,삼산동
107180,ICB166000684,미래타운1.2단지,37.522093,126.742156,2023-10-16,40684.0,23,인천광역시,인천,삼산동
107181,ICB166000685,후정초등학교.삼산도서관,37.521855,126.743095,2023-10-16,40685.0,23,인천광역시,인천,삼산동
107182,ICB166000686,삼산고등학교(미래타운4단지),37.521886,126.744563,2023-10-16,40686.0,23,인천광역시,인천,삼산동
107183,ICB166000687,삼산농산물시장,37.521431,126.746693,2023-10-16,40687.0,23,인천광역시,인천,삼산동
107184,ICB166000688,농산물시장,37.52125,126.746854,2023-10-16,40688.0,23,인천광역시,인천,삼산동
107185,ICB166000689,삼산고등학교(미래타운3단지),37.522056,126.745722,2023-10-16,40689.0,23,인천광역시,인천,삼산동
107186,ICB166000690,삼산사거리,37.517703,126.73345,2023-10-16,40690.0,23,인천광역시,인천,삼산동
107187,ICB166000691,삼산사거리,37.516942,126.732111,2023-10-16,40691.0,23,인천광역시,인천,삼산동
107188,ICB166000708,주공뜨란채아파트,37.479817,126.7034,2023-10-16,40708.0,23,인천광역시,인천,십정동
107189,ICB166000709,부평아트센터,37.482585,126.705967,2023-10-16,40709.0,23,인천광역시,인천,십정동
107190,ICB166000714,한국아파트,37.48078,126.702991,2023-10-16,40714.0,23,인천광역시,인천,십정동
107191,ICB166000715,한국아파트,37.480731,126.70301,2023-10-16,40715.0,23,인천광역시,인천,십정동
107192,ICB166000716,백운역,37.48421,126.707524,2023-10-16,40716.0,23,인천광역시,인천,십정동
107193,ICB166000721,오성아파트,37.503854,126.736805,2023-10-16,40721.0,23,인천광역시,인천,부개동
107194,ICB166000726,부평여자중학교,37.493643,126.738059,2023-10-16,40726.0,23,인천광역시,인천,부개동
107195,ICB166000730,우성4차후문,37.496065,126.707455,2023-10-16,40730.0,23,인천광역시,인천,산곡동
107196,ICB166000731,우성4차후문,37.496062,126.70737,2023-10-16,40731.0,23,인천광역시,인천,산곡동
107197,ICB166000732,현대아파트116동,37.491443,126.707682,2023-10-16,40732.0,23,인천광역시,인천,산곡동
107198,ICB166000733,현대아파트119동,37.49139,126.70778,2023-10-16,40733.0,23,인천광역시,인천,산곡동
107199,ICB166000734,현대아파트105동,37.489662,126.707101,2023-10-16,40734.0,23,인천광역시,인천,산곡동
107200,ICB166000735,현대아파트105동,37.489854,126.707165,2023-10-16,40735.0,23,인천광역시,인천,산곡동
107201,ICB166000736,3단지,37.488758,126.705147,2023-10-16,40736.0,23,인천광역시,인천,산곡동
107202,ICB166000737,현대아파트,37.487358,126.705728,2023-10-16,40737.0,23,인천광역시,인천,산곡동
107203,ICB166000738,혁이네슈퍼,37.489044,126.717327,2023-10-16,40738.0,23,인천광역시,인천,부평동
107204,ICB166000739,혁이네슈퍼,37.489051,126.717392,2023-10-16,40739.0,23,인천광역시,인천,부평동
107205,ICB166000740,현대1단지관리사무소,37.490439,126.709293,2023-10-16,40740.0,23,인천광역시,인천,산곡동
107206,ICB166000744,한서유통,37.487794,126.717428,2023-10-16,40744.0,23,인천광역시,인천,부평동
107207,ICB166000745,부평2동행정복지센터,37.486648,126.717565,2023-10-16,40745.0,23,인천광역시,인천,부평동
107208,ICB166000746,새마을금고,37.485786,126.718116,2023-10-16,40746.0,23,인천광역시,인천,부평동
107209,ICB166000751,농협로타리,37.492079,126.728877,2023-10-16,40751.0,23,인천광역시,인천,부평동
107210,ICB166000761,송내남부역,37.48403,126.753378,2023-10-16,40761.0,23,인천광역시,인천,구산동
107211,ICB166000764,부개2파출소,37.493286,126.734646,2023-10-16,40764.0,23,인천광역시,인천,부개동
107212,ICB166000766,삼산경찰서,37.510846,126.731751,2023-10-16,40766.0,23,인천광역시,인천,갈산동
107213,ICB166000768,부평윤산부인과,37.50413,126.732091,2023-10-16,40768.0,23,인천광역시,인천,부평동
107214,ICB166000772,부개주공2단지,37.50445,126.740138,2023-10-16,40772.0,23,인천광역시,인천,부개동
107215,ICB166000774,팔도주유소,37.495021,126.703296,2023-10-16,40774.0,23,인천광역시,인천,산곡동
107216,ICB166000779,산곡동입구(롯데마트),37.505284,126.703105,2023-10-16,40779.0,23,인천광역시,인천,산곡동
107217,ICB166000780,삼산주공1단지,37.517192,126.740819,2023-10-16,40780.0,23,인천광역시,인천,삼산동
107218,ICB166000781,부평역(12번출구),37.49143,126.725656,2023-10-16,40781.0,23,인천광역시,인천,부평동
107219,ICB166000782,해물탕거리,37.494224,126.727687,2023-10-16,40782.0,23,인천광역시,인천,부평동
107220,ICB166000783,부개고입구,37.493535,126.740022,2023-10-16,40783.0,23,인천광역시,인천,부개동
107221,ICB166000784,나누리병원,37.499152,126.730714,2023-10-16,40784.0,23,인천광역시,인천,부평동
107222,ICB166000785,산곡동입구(롯데마트),37.505264,126.703564,2023-10-16,40785.0,23,인천광역시,인천,산곡동
107223,ICB166000786,삼보아파트,37.504738,126.698607,2023-10-16,40786.0,23,인천광역시,인천,산곡동
107224,ICB166000787,인평자동차고,37.49154,126.704769,2023-10-16,40787.0,23,인천광역시,인천,산곡동
107225,ICB166000788,현대아파트,37.488267,126.709134,2023-10-16,40788.0,23,인천광역시,인천,산곡동
107226,ICB166000789,부원중학교,37.491007,126.717402,2023-10-16,40789.0,23,인천광역시,인천,부평동
107227,ICB166000790,한국아파트,37.484987,126.732639,2023-10-16,40790.0,23,인천광역시,인천,부개동
107228,ICB166000791,한국아파트,37.484829,126.732335,2023-10-16,40791.0,23,인천광역시,인천,부개동
107229,ICB166000792,한국아파트,37.499642,126.716298,2023-10-16,40792.0,23,인천광역시,인천,부평동
107230,ICB166000793,부평여자고등학교,37.503431,126.719725,2023-10-16,40793.0,23,인천광역시,인천,부평동
107231,ICB166000794,부평경찰서,37.507509,126.718416,2023-10-16,40794.0,23,인천광역시,인천,청천동
107232,ICB166000795,금호아파트,37.507945,126.711814,2023-10-16,40795.0,23,인천광역시,인천,청천동
107233,ICB166000796,삼보새마을금고,37.519727,126.737945,2023-10-16,40796.0,23,인천광역시,인천,삼산동
107234,ICB166000797,동암남부역,37.470337,126.703268,2023-10-16,40797.0,23,인천광역시,인천,십정동
